"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"271","30490-6359","Arma Autonom DL","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"272","30531-6354","I-Pace","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"273","30270-6352","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"274","30270-6351","I-Pace","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"275","30270-6347","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"276","30270-6346","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"277","30270-6344","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"278","30270-6343","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"279","30270-6342","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"280","30270-6341","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"281","30270-6340","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"282","30270-6339","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"283","30270-6338","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"284","30270-6337","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"285","30270-6336","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"286","30270-6335","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"287","540-6318","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"288","540-6317","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"289","540-6316","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"290","540-6315","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"291","540-6313","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"292","540-6311","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"293","540-6310","AV","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"294","540-6308","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"295","540-6307","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"296","540-6306","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"297","540-6305","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"298","540-6304","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"299","540-6302","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"300","540-6294","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"301","540-6293","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"302","540-6295","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"303","540-6294","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"304","855-6288","S 580 4Matic","Daylight","Y"," ","Y",NA," ",NA," "," ","","Minor"
"305","540-6293","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"306","540-6290","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"307","540-6163","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"308","540-6162","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"309","540-6148","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Serious"
"310","540-6178","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"311","540-6244","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"312","30412-6282","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"313","30412-6281","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"314","30412-6280","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"315","30412-6279","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"316","30412-6278","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"317","30412-6277","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"318","30412-6276","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"319","30412-6275","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"320","30412-6274","AV","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"321","30412-6273","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"322","30412-6272","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"323","30412-6271","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"324","30412-6270","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"325","30412-6269","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"326","30412-6268","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"327","30412-6167","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"328","30412-6262","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"329","30412-6160","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"330","30412-6159","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"331","30412-6144","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Serious"
"332","30413-6257","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"333","30412-6242","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"334","30412-6175","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"335","540-6199","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"336","30270-6198","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"337","30412-6191","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"338","540-6190","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"339","540-6189","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"340","540-6188","Origin","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"341","30412-6181","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"342","30412-6180","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"343","30412-6179","Origin","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"344","30270-6149","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"345","540-6178","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"346","30412-6175","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"347","540-6151","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"348","540-6148","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Serious"
"349","30412-6145","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"350","30412-6144","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Serious"
"351","30490-6165","ARMA Autonom DL","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"352","30490-6165","ARMA Autonom DL","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"353","540-6163","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"354","540-6162","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"355","540-6161","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"356","30412-6160","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"357","30412-6159","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Moderate"
"358","30412-6158","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"359","30450-6116","Camry","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"360","30270-6150","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"361","540-6152","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"362","540-6151","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"363","540-6148","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Serious"
"364","30270-6149","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"365","30412-6145","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"366","30412-6144","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Serious"
"367","30412-6139","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"368","30531-6138","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"369","30531-6137","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"370","30531-6136","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"371","30270-6134","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"372","30270-6133","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"373","30270-6132","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"374","30270-6131","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"375","30270-6130","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"376","30270-6129","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"377","30530-6125","579m","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"378","30792-6114","LEAF","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"379","540-6079","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"380","540-6076","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"381","540-6074","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"382","540-6073","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"383","540-6072","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"384","540-6070","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"385","540-6069","AV","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"386","540-6058","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"387","540-6057","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"388","540-6056","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"389","30412-6052","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"390","30412-6051","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"391","30412-6044","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"392","30412-6043","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"393","30412-6042","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"394","30412-6041","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"395","30412-6040","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"396","30412-6039","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"397","30412-6038","AV","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"398","30412-6037","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"399","10003-6050","LT625","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"400","540-6036","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"401","30413-6032","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"402","30412-6020","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"403","540-6011","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"404","540-5987","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"405","30412-6006","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"406","30412-5982","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"407","30270-5997","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"408","540-6003","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"409","540-6002","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"410","30531-5999","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"411","30270-5998","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"412","30412-5993","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"413","30412-5992","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"414","540-5991","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"415","540-5990","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"416","30412-5989","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"417","30412-5981","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"418","540-5988","AV","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"419","540-5987","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"420","30412-5982","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"421","30412-5980","AV","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"422","540-5971","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"423","30412-5968","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"424","30531-5871","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"425","30270-5855","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"426","30531-5966","I-Pace","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"427","30270-5962","I-Pace","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"428","30270-5961","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"429","30270-5960","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"430","30270-5959","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"431","30270-5958","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"432","30270-5957","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"433","540-5951","AV","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"434","540-5950","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"435","540-5948","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"436","540-5942","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"437","540-5941","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"438","540-5940","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","Unknown"
"439","30410-5786","Ioniq 5","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"440","30270-5896","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"441","669-5837","IONIQ 5","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"442","30412-5836","AV","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"443","30412-5833","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"444","30412-5832","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"445","30412-5831","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"446","30412-5828","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"447","30412-5782","AV","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"448","30410-5786","Ioniq 5","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"449","540-5875","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"450","30412-5848","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"451","30531-5871","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"452","30270-5855","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"453","28349-5694","Air Touring","Daylight"," "," ","Y",NA," ",NA," ","Y","Thundering","Unknown"
"454","30270-5817","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"455","30531-5818","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"456","30270-5817","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"457","30531-5814","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"458","30270-5813","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"459","540-5805","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"460","30412-5799","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"461","28349-5694","Air Touring","Daylight"," "," ","Y",NA," ",NA," ","Y","Thundering","Unknown"
"462","540-5688","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","Unknown"
"463","30412-5687","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","Unknown"
"464","30531-5770","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"465","30531-5769","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"466","30531-5768","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"467","28349-5694","Air Touring","Daylight"," "," ","Y",NA," ",NA," ","Y","Thundering","Unknown"
"468","30270-5762","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"469","30270-5760","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"470","30270-5759","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"471","30270-5758","I-Pace","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"472","30270-5757","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"473","30270-5756","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"474","30792-5747","LEAF","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"475","540-5735","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"476","540-5731","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"477","540-5730","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"478","540-5729","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"479","540-5726","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"480","30412-5711","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"481","30412-5710","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"482","30412-5709","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"483","30412-5708","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"484","30412-5697","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"485","30711-5675","Kona EV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"486","30610-4814","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"487","30610-5716","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"488","30610-5714","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"489","30270-5650","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"490","28349-5694","Air Touring","Daylight"," "," ","Y",NA," ",NA," ","Y","Thundering","Unknown"
"491","540-5688","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","Unknown"
"492","30412-5687","AV","Dark - Lighted"," "," ","Y",NA," ",NA," "," ","","Unknown"
"493","540-5667","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"494","30531-5669","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"495","30412-5661","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"496","30270-5650","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","Unknown"
"497","540-5639","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"498","30413-5633","Sienna","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"499","30412-5624","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"500","30270-5611","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"501","30270-5612","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"502","30270-5456","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"503","30531-5605","I-PACE","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"504","30531-5604","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"505","30531-5440","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"506","540-5492","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"507","30792-5565","Leaf","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"508","30270-5429","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"509","30270-5593","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"510","30270-5592","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"511","30270-5591","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"512","30270-5588","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"513","30270-5586","I-PACE","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"514","30270-5584","I-PACE","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"515","669-5206","Santa Fe","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"516","540-5491","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"517","540-5490","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"518","540-5489","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"519","540-5488","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"520","30412-5462","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"521","30412-5461","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"522","30412-5460","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"523","30412-5459","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"524","30412-5458","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"525","540-5425","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"526","30412-5422","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"527","540-5445","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"528","540-5425","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"529","30412-5430","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"530","30412-5422","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"531","30270-5456","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"532","540-5445","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"533","30412-5430","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"534","30531-5440","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"535","30270-5429","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"536","540-5425","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"537","30412-5422","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Minor"
"538","30413-5396","RX450h","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"539","669-5206","Santa Fe","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"540","30610-3072","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","Moderate"
"541","30610-3215","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"542","540-5296","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"543","540-5297","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"544","30412-5288","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"545","30412-5287","AV","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"546","30610-2227","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"547","30610-3158","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
